model,target_type,phase,oxide,rel_error,n,median_abs_effect,mean_abs_effect,p90_abs_effect,p95_abs_effect,max_abs_effect,median_signed_effect,mean_signed_effect,qc_failed_n,clipped_to_zero_n,zero_value_no_effect_n
Pu08_31,P,cpx,TiO2_cpx,0.005,44.0,0.00018186082509692977,0.0017733146454347135,0.00226786182786269,0.004392364166130981,0.0275004200116413,9.600675809906534e-11,1.9862856773659503e-05,0.0,0.0,0.0
Pu08_31,P,cpx,TiO2_cpx,0.01,44.0,0.0003635697783881,0.0035487415851066335,0.0045404259339828406,0.008805147836707175,0.0558640879780618,3.840465723206477e-10,7.953917505816059e-05,0.0,0.0,0.0
Pu08_31,P,liq,Al2O3_liq,0.01,44.0,0.02871493997510385,0.0286938588936046,0.034390056785518625,0.035060491816018974,0.0352314697722206,0.0002823327368481499,0.0003642207704976048,0.0,0.0,0.0
Pu08_31,P,liq,Al2O3_liq,0.02,44.0,0.0571670870642577,0.05740513721510666,0.06800626101313222,0.07067876530433384,0.0712788964444151,0.0011295471090697513,0.0014571586254603073,0.0,0.0,0.0
Pu08_31,P,liq,Al2O3_liq,0.03,44.0,0.08654714307629871,0.0861512770181259,0.10106352286533667,0.10709300873964621,0.1082224006686409,0.002542292051888502,0.0032796407725725774,0.0,0.0,0.0
Pu08_31,P,liq,CaO_liq,0.01,44.0,0.0074878545782723505,0.008488958972611642,0.01368717910422388,0.01507258510137212,0.0178664456046568,-3.795387569204998e-05,-3.8147566223870206e-05,0.0,0.0,0.0
Pu08_31,P,liq,CaO_liq,0.02,44.0,0.01497324152577835,0.016976698585354184,0.02739739941568893,0.030192426986311284,0.0357971557611769,-0.0001518467706223001,-0.00015262124954789786,0.0,0.0,0.0
Pu08_31,P,liq,CaO_liq,0.03,44.0,0.022562046236092897,0.025461997380036325,0.04112913764064454,0.045358227328927164,0.0537908820635344,-0.00034177255197139975,-0.0003435140698502641,0.0,0.0,0.0
Pu08_31,P,liq,FeO_liq,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_31,P,liq,FeO_liq,0.02,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_31,P,liq,FeO_liq,0.03,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_31,P,liq,K2O_liq,0.01,44.0,0.0051563484401615,0.0050283808967889,0.00617041705546618,0.006190829487519865,0.0062499445615991,-2.152062299390009e-05,-1.7995849403622894e-05,0.0,0.0,0.0
Pu08_31,P,liq,K2O_liq,0.02,44.0,0.01031451718349345,0.01005682781223756,0.01230034937047182,0.012381314115006004,0.0125572702136977,-8.608258432114997e-05,-7.19834611847953e-05,0.0,0.0,0.0
Pu08_31,P,liq,K2O_liq,0.03,44.0,0.0154745812299736,0.015085406765298376,0.01838987097752665,0.018597552691393536,0.018922103330194,-0.00019368616119310074,-0.00016196302605448137,0.0,0.0,0.0
Pu08_31,P,liq,MgO_liq,0.01,44.0,0.00630337566325595,0.006475421357873596,0.007630419726858351,0.0078627946978496,0.0088643110519761,-5.984224577294979e-05,-6.580575384014315e-05,0.0,0.0,0.0
Pu08_31,P,liq,MgO_liq,0.02,44.0,0.0125284642202796,0.012953971776365225,0.015203768815850071,0.015859226532152257,0.017885855545515,-0.00023941493092219986,-0.000263269802754057,0.0,0.0,0.0
Pu08_31,P,liq,MgO_liq,0.03,44.0,0.0188909043658167,0.019438783993340533,0.02259251288309529,0.024020880684745602,0.027068163219674,-0.000538855987712401,-0.0005925325993478345,0.0,0.0,0.0
Pu08_31,P,liq,MnO_liq,0.01,44.0,0.00024692470148749996,0.0002465729356370932,0.00026173565803797,0.00026220404617618,0.0002684920039719,-1.1566161499962455e-09,-4.4371952499624155e-10,0.0,0.0,0.0
Pu08_31,P,liq,MnO_liq,0.02,44.0,0.0004938497269381999,0.0004931458709770228,0.000523471423525,0.00052441080421788,0.0005369849882974,-4.626446799987395e-09,-1.7748697090905516e-09,0.0,0.0,0.0
Pu08_31,P,liq,MnO_liq,0.03,44.0,0.00074077507609965,0.0007397188057055182,0.00078520729597317,0.00078662027419099,0.000805478952536,-1.040952034997173e-08,-3.9934535681994884e-09,0.0,0.0,0.0
Pu08_31,P,liq,Na2O_liq,0.01,44.0,0.0499082862838209,0.05007180391410819,0.05189850981868814,0.054213438132844856,0.0558931574919689,0.00019797666355715268,0.00023923489412872856,0.0,0.0,0.0
Pu08_31,P,liq,Na2O_liq,0.02,44.0,0.0996984573337549,0.10015621885470512,0.10407633687528839,0.10880614714869286,0.1123315543812886,0.0007920797909442001,0.0009571448637016904,0.0,0.0,0.0
Pu08_31,P,liq,Na2O_liq,0.03,44.0,0.14959630450045136,0.15026587295411342,0.15692707807795897,0.16379227879270422,0.169329632859867,0.0017828291601809099,0.0021543462107333575,0.0,0.0,0.0
Pu08_31,P,liq,SiO2_liq,0.01,44.0,0.06356371785302525,0.06395799075970335,0.0680408100750479,0.06856111579471859,0.0688242185657941,-0.0003436041751179002,-0.00037604916579796985,0.0,0.0,0.0
Pu08_31,P,liq,SiO2_liq,0.02,44.0,0.12787962806454084,0.1279301710308401,0.13667239810089313,0.13793324708723825,0.1384570807568117,-0.001374593891421548,-0.0015043513473745557,0.0,0.0,0.0
Pu08_31,P,liq,SiO2_liq,0.03,44.0,0.19285409805433135,0.19193073626161075,0.20621046290912295,0.20813123899976854,0.2089131245649973,-0.003093500791788245,-0.003385370583094384,0.0,0.0,0.0
Pu08_31,P,liq,TiO2_liq,0.01,44.0,0.01062243989159835,0.010563161174537872,0.011475584377768591,0.011524029278084059,0.0117056895251508,-3.8020555610549477e-05,-4.654852051604783e-05,0.0,0.0,0.0
Pu08_31,P,liq,TiO2_liq,0.02,44.0,0.02124559951154925,0.021128146849637566,0.023006129556128782,0.023102355882353116,0.0235170219730278,-0.0001521043840213513,-0.00018622109371811823,0.0,0.0,0.0
Pu08_31,P,liq,TiO2_liq,0.03,44.0,0.03187131133191195,0.03169678366745683,0.034457159704541905,0.034807259171651006,0.0354361171322779,-0.00034231801369345033,-0.00041909880776131554,0.0,0.0,0.0
Pu08_33,T,cpx,Al2O3_cpx,0.005,44.0,0.346141733349441,0.6485400653298566,1.0103024029442167,1.5081449894268417,5.961688147615405,-7.537455576309138e-05,-0.02374749014505927,0.0,0.0,0.0
Pu08_33,T,cpx,Al2O3_cpx,0.01,44.0,0.6923616529513765,1.3132549091140762,2.031039477877721,3.0628876061729677,13.286744148279922,-0.00030151202099659713,-0.099236207592288,0.0,0.0,0.0
Pu08_33,T,cpx,CaO_cpx,0.005,43.0,3.5366497833611,4.844244553990869,9.623562188551572,11.382788574359756,28.44435950048637,0.5727543669254374,0.34939293065746485,1.0,0.0,0.0
Pu08_33,T,cpx,CaO_cpx,0.01,42.0,7.311008724167095,10.030123440421004,19.814388855411874,26.45287123862605,50.53978559639381,0.00679736751112614,-0.5927881959011562,4.0,0.0,0.0
Pu08_33,T,cpx,Cr2O3_cpx,0.005,44.0,0.0,2.2181041458677535e-05,0.0,1.862143426478724e-05,0.0004693631476584,0.0,-7.555007165858657e-11,0.0,0.0,278.0
Pu08_33,T,cpx,Cr2O3_cpx,0.01,44.0,0.0,4.4362082855346105e-05,0.0,3.724287444129004e-05,0.0009387296272507,0.0,-3.0217961617947433e-10,0.0,0.0,278.0
Pu08_33,T,cpx,FeO_cpx,0.005,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pu08_33,T,cpx,FeO_cpx,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pu08_33,T,cpx,K2O_cpx,0.005,44.0,5.5192047966556856e-05,0.00043794928569693625,0.00162595770243567,0.0017134536203911451,0.002886324402425,0.0,-9.20795173578475e-09,0.0,0.0,110.0
Pu08_33,T,cpx,K2O_cpx,0.01,44.0,0.00011038403727067158,0.0008758985741533864,0.00325193974508692,0.003426937117251315,0.0057729038567231,0.0,-3.683173459226004e-08,0.0,0.0,110.0
Pu08_33,T,cpx,MgO_cpx,0.005,44.0,1.693442455389686,2.7311270926958287,3.878003498824274,5.503550022773221,26.196953245092573,-0.0007984771466453405,-0.3457016420053378,1.0,0.0,0.0
Pu08_33,T,cpx,MgO_cpx,0.01,43.0,3.230129758304429,4.299196795215827,7.70724028985051,8.901822454280818,23.750894425017123,0.4266727846843423,0.2631897763624079,2.0,0.0,0.0
Pu08_33,T,cpx,MnO_cpx,0.005,44.0,0.01737959337106075,0.020921012032483085,0.04008966382443755,0.05029639111417052,0.1288557107645829,9.274117450017681e-09,-1.6196322731468095e-05,0.0,0.0,0.0
Pu08_33,T,cpx,MnO_cpx,0.01,44.0,0.0347587006388039,0.04184223212647251,0.08019430347080737,0.10064034551548953,0.2582219091846127,3.7095333049979966e-08,-6.478650363367335e-05,0.0,0.0,0.0
Pu08_33,T,cpx,Na2O_cpx,0.005,44.0,0.23566120075565775,0.26197239316754595,0.36714217990052017,0.3827253948753196,1.0007380949095932,-0.0018505156051560508,-0.002243877731457768,0.0,0.0,0.0
Pu08_33,T,cpx,Na2O_cpx,0.01,44.0,0.4712840403003611,0.5241374958126553,0.7349794159491012,0.7666747293011895,2.0562927250957728,-0.007402530891567949,-0.008986598395391742,0.0,0.0,0.0
Pu08_33,T,cpx,NiO_cpx,0.005,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pu08_33,T,cpx,NiO_cpx,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0
Pu08_33,T,cpx,SiO2_cpx,0.005,43.0,1.784472687768357,3.2772362224248166,5.4282773215251865,7.713929284519643,44.033404636740215,-0.1479175470694826,-0.7006172647579766,4.0,0.0,0.0
Pu08_33,T,cpx,SiO2_cpx,0.01,42.0,3.5621268715510723,4.504048621535113,10.472367657765924,12.012323838364273,29.324495627478427,0.00112231341131519,0.30626526235249957,8.0,0.0,0.0
Pu08_33,T,cpx,TiO2_cpx,0.005,44.0,0.044502680923187654,0.07914793258768521,0.1329857769177124,0.17777078974820595,0.8475523110660106,6.025857150011773e-09,-0.0005300171969793186,0.0,0.0,0.0
Pu08_33,T,cpx,TiO2_cpx,0.01,44.0,0.08900552624686495,0.15834876294453884,0.26613696261129,0.3561406571614043,1.7177373745284967,2.4103655949978507e-08,-0.0021221921410146563,0.0,0.0,0.0
Pu08_33,T,liq,Al2O3_liq,0.01,44.0,1.46674289579596,1.4247222505559463,1.6195419119833787,1.6326155856449076,1.6509618557797694,0.005554619618351353,0.00792966648906589,0.0,0.0,0.0
Pu08_33,T,liq,Al2O3_liq,0.02,44.0,2.9338647890413085,2.8497449792589062,3.23197788024263,3.2785770558476317,3.3212425517449446,0.022221440426846817,0.03172299486904897,0.0,0.0,0.0
Pu08_33,T,liq,Al2O3_liq,0.03,44.0,4.388757066989228,4.275369007797746,4.8316605864223225,4.944275893965482,5.011223437219996,0.05000935425300668,0.07139298056452761,0.0,0.0,0.0
Pu08_33,T,liq,CaO_liq,0.01,44.0,1.5951469694982734,1.5598658626345447,1.7517374948574345,1.758538820455533,1.7693348201769368,-0.0019357325572855189,-0.002716386510531839,0.0,0.0,0.0
Pu08_33,T,liq,CaO_liq,0.02,44.0,3.1904800968702602,3.1197836629550837,3.497083961176759,3.520486449576765,3.544753025907994,-0.007743717449102405,-0.010866365706750581,0.0,0.0,0.0
Pu08_33,T,liq,CaO_liq,0.03,44.0,4.786050456905286,4.679805405987622,5.236089173517621,5.286892171825753,5.326310119938626,-0.01742631791648841,-0.024452398269628164,0.0,0.0,0.0
Pu08_33,T,liq,FeO_liq,0.01,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_33,T,liq,FeO_liq,0.02,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_33,T,liq,FeO_liq,0.03,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pu08_33,T,liq,K2O_liq,0.01,44.0,0.16278556263659988,0.1648472876354596,0.2082993371532211,0.21545020114651833,0.2548879894088713,-6.70698484554963e-05,-0.00012038275828921141,0.0,0.0,0.0
Pu08_33,T,liq,K2O_liq,0.02,44.0,0.32559328779984753,0.32969483019997947,0.41676203584579524,0.43113078577632674,0.51021398031844,-0.00026827942156160134,-0.0004815311132853694,0.0,0.0,0.0
Pu08_33,T,liq,K2O_liq,0.03,44.0,0.48842340048963706,0.4945428826227643,0.6253886694332778,0.6470420983550866,0.7659784886618581,-0.0006036288043560489,-0.0010834453054774879,0.0,0.0,0.0
Pu08_33,T,liq,MgO_liq,0.01,44.0,0.1524137635296938,0.15123268710305054,0.2043206234354329,0.2090213200607877,0.2524629083691252,-0.0018282621233538451,-0.0018695546771141417,0.0,0.0,0.0
Pu08_33,T,liq,MgO_liq,0.02,44.0,0.3028610822157134,0.30254693814101136,0.40587298834243485,0.42163971991371907,0.5094547702819909,-0.0073143023396369106,-0.007479422177973234,0.0,0.0,0.0
Pu08_33,T,liq,MgO_liq,0.03,44.0,0.45162531740720624,0.4540244113295971,0.6067903401495187,0.6381214301972022,0.7710713166784444,-0.016461884596765203,-0.016833215226287473,0.0,0.0,0.0
Pu08_33,T,liq,MnO_liq,0.01,44.0,0.00587293996272815,0.005666319031909254,0.0067737261354522595,0.006929758417459185,0.0071367600362464,8.917027115003598e-08,1.8318254742749113e-07,0.0,0.0,0.0
Pu08_33,T,liq,MnO_liq,0.02,44.0,0.01174587424543455,0.011332638095020421,0.01354764325196807,0.013859854800307365,0.0142740289807079,3.566815393999702e-07,7.327303240886627e-07,0.0,0.0,0.0
Pu08_33,T,liq,MnO_liq,0.03,44.0,0.0176188028792694,0.01699895722024596,0.02032175139120225,0.02079028919335988,0.0214118068797688,8.02533122649593e-07,1.6486433196383337e-06,0.0,0.0,0.0
Pu08_33,T,liq,Na2O_liq,0.01,44.0,0.3820110211611336,0.3736633750934185,0.4247690161444097,0.4279420900704508,0.4327194928346216,0.0023630542830233026,0.0030948116290946074,0.0,0.0,0.0
Pu08_33,T,liq,Na2O_liq,0.02,44.0,0.7640407652513659,0.7474785902085263,0.843861764066105,0.8629833851851799,0.8726440667792303,0.009454085984316407,0.012381707749393006,0.0,0.0,0.0
Pu08_33,T,liq,Na2O_liq,0.03,44.0,1.1412550006721176,1.1215976923373319,1.2691266608246223,1.3053016798938188,1.3199543365180944,0.021278705681652355,0.02786807744030284,0.0,0.0,0.0
Pu08_33,T,liq,SiO2_liq,0.01,44.0,0.3148995879562335,0.29668645094021817,0.44292061013497913,0.46484434402470926,0.5337759425819968,-0.004394072173909094,-0.0028659347081594956,0.0,0.0,0.0
Pu08_33,T,liq,SiO2_liq,0.02,44.0,0.6299847466268602,0.5931226224429751,0.8880908637518588,0.9302583975671724,1.0694918609506203,-0.01758089452209788,-0.011467982210164833,0.0,0.0,0.0
Pu08_33,T,liq,SiO2_liq,0.03,44.0,0.9450045629309898,0.8890579491691039,1.3361479426952427,1.396102385431027,1.6069589542744325,-0.03957428841999899,-0.025818877423840935,0.0,0.0,0.0
Pu08_33,T,liq,TiO2_liq,0.01,44.0,0.22453070223446045,0.22478889946834937,0.24683043187528705,0.25553791881775395,0.2639303066080174,-0.0009617356156468582,-0.0011814969656763264,0.0,0.0,0.0
Pu08_33,T,liq,TiO2_liq,0.02,44.0,0.44895776234875484,0.44962411876237884,0.4952055515686879,0.5129707799315838,0.5305993909669269,-0.003847503229053445,-0.004726672961561979,0.0,0.0,0.0
Pu08_33,T,liq,TiO2_liq,0.03,44.0,0.6709384809662424,0.6745520319901227,0.7468235008367174,0.7723315459200422,0.8000621657142801,-0.008658986246473432,-0.01063758463095093,0.0,0.0,0.0
